passband_nanmean,passband_nanstd,passband_nanvar,flux_nanmin,flux_nanmax,flux_nanmean,flux_nanmedian,flux_nanvar,flux_nanstd,flux_err_nanmin,flux_err_nanmax,flux_err_nanmean,flux_err_nanmedian,flux_err_nanvar,flux_err_nanstd,mjd_nanmin,detected_nanmean,detected_nansum,flux_ratio_sq_sum,flux_by_flux_ratio_sq_sum,flux_diff,flux_dif2,flux_w_mean,flux_dif3,mjd_diff,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
2.457386363636364,1.7207968698808895,2.9611418673918664,-1100.440063,660.626343,-123.09699786647738,-89.4775235,155322.57461954848,394.1098509547162,2.13051,12.845472,4.482742585227276,3.8352684999999997,3.0441424387441454,1.7447470987922993,59750.4229,0.9460227272727272,333,2929669.320934717,-960176582.0090307,1761.066406,-14.306331076491555,-327.7423070064046,-5.37332644688312,873.7903000000006,349.046051,-61.943836,320.79653,-51.753706,1,0.0,0.0,0.0,0.0,0.017,92
2.4,1.7460557269798684,3.048710601719197,-14.735178,14.770886,-1.423350742857145,-0.8730325000000001,41.875700463824685,6.471143675102932,0.639458,9.115748,2.35961997142857,1.998217,2.2797626545637355,1.5098882920811512,59825.26,0.17142857142857146,60,5886.0675730045705,-28750.871371221117,29.506064000000002,-20.730002178360746,-4.8845635926916655,-6.0406755772710765,848.8197999999976,53.085938,-27.784405,223.525509,-54.460748,1,1.8181,1.6267,0.2552,45.4063,0.006999999999999999,88
2.3363636363636364,1.758750278504232,3.0932025421387133,-19.159811,47.310059,2.2674340515151523,0.4091715,64.35631114114696,8.022238536789278,0.695106,11.281384,2.4710614727272726,1.9908505,2.9623012750455247,1.7211337179445196,59798.3205,0.0696969696969697,23,4124.451515801252,104650.16194185497,66.46987,29.315017985014066,25.37310998588008,2.6196973897559235,853.8454999999957,33.574219,-6.579592999999999,170.455585,-61.548219,1,0.23199999999999998,0.2262,0.0157,40.2561,0.021,42
2.3789173789173788,1.7473277463470478,3.0531542531542533,-15.494463,220.795212,8.90920585185185,1.035895,759.4548401582675,27.55820821748517,0.56717,55.892746,2.5555755042735058,1.819875,12.512658734960619,3.537323668391206,59770.3662,0.1737891737891738,61,94161.6507917884,14391253.953951405,236.289675,26.521968279685144,152.83561654811632,1.5460380265853173,853.7060000000058,0.189873,-45.586655,328.254458,-68.969298,1,0.3037,0.2813,1.1523,40.7951,0.006999999999999999,90
2.457386363636364,1.7207968698808895,2.9611418673918664,-16.543753,143.600189,7.145702161931819,1.1412879999999999,402.0715598320864,20.051722116369113,0.695277,11.38369,2.7530037755681818,2.2148535000000003,3.739727459249766,1.933837495564135,59750.4229,0.17329545454545456,61,34324.17975348958,3015598.5197492056,160.14394199999995,22.411225429063443,87.8563899095833,1.8227921971846424,873.7903000000006,352.711273,-63.823658,316.922299,-51.059403,1,0.1934,0.2415,0.0176,40.4166,0.024,90
2.3363636363636364,1.758750278504232,3.0932025421387133,-12.695161,71.678154,0.3672123666666669,0.2081085,24.62772481904161,4.962632851525651,0.720329,11.55416,2.5968914818181803,2.0244075,3.4393792315174734,1.8545563435812549,59798.3205,0.00909090909090909,3,1319.2677693948672,65025.23618135013,84.373315,229.76708482312355,49.28888409907601,1.7118122380372924,853.8454999999957,35.683594,-5.379379,171.992947,-59.253501,1,0.0,0.0,0.0,0.0,0.02,65
2.457386363636364,1.7207968698808895,2.9611418673918664,-13.854152,1448.715698,30.33302289488637,0.3372985,27995.293731228765,167.31794204815202,0.670701,11.316125,2.8329569772727288,2.2599935,3.9779617376094567,1.9944828245962558,59750.4229,0.05681818181818181,20,285735.47752872074,270732347.9786275,1462.56985,48.217081926462534,947.4929410941447,1.543620840394922,873.7903000000006,347.84671000000014,-64.760857,318.929827,-49.143596,1,0.1352,0.182,0.0304,39.7279,0.019,90
2.457386363636364,1.7207968698808895,2.9611418673918664,-14.525748000000002,34.559826,1.76002644034091,0.623454,27.806082903539004,5.27314734324189,0.6772020000000001,11.346678,2.7332044232954544,2.205975,3.7317811965454593,1.9317818708501897,59750.4229,0.008522727272727272,3,699.2878307716701,5470.281891210222,49.085574,27.88911170589705,7.822647056754469,6.274803611089296,873.7903000000006,348.595886,-63.07261999999999,320.0232890000001,-50.71306,1,0.6857,0.7014,0.01,43.1524,0.021,42
2.647058823529412,1.6460825532508143,2.7095877721167207,-13.367912,231.828339,19.22882661176473,1.252908,2304.4218201537906,48.00439375884035,0.746171,62.950779,3.000021639215688,2.135593,17.654670903677452,4.201746173161517,59582.3282,0.215686274509804,55,170161.3644805676,28926282.28545244,245.196251,12.751493159233235,169.99324361174718,1.4423882137340192,854.6557999999933,149.414062,3.433834,234.919132,42.24555,1,0.3088,0.3229,0.336,41.1401,0.027000000000000003,90
2.647058823529412,1.6460825532508143,2.7095877721167207,-52.764721,30.658575,-0.08520970980392156,0.166696,39.54476957829382,6.288463212764611,0.915097,68.224373,3.82248811764706,2.717572,23.49559826493564,4.847225831848114,59582.3282,0.011764705882352941,3,1205.9675332937982,27551.838946198008,83.423296,-979.0350910942856,22.84625264408824,3.651508949831509,854.6557999999933,149.414062,1.940072,236.565366,41.393323,1,0.0,0.0,0.0,0.0,0.018000000000000002,65
